std_smiles,expt_test,database
CC(COP(C)(C)=O)OP(C)(C)=O,0,pubchem
CCOC(CC)(OCC)C(OC)OC,0,pubchem
CC(C)(C)S(=O)CC1CC1,0,pubchem
C#CC(C)(C)N1COCC1(C)C,0,pubchem
COC1C2CCCC1CC2,0,pubchem
[SiH3]C[SiH2]C[SiH2]C[SiH3],0,pubchem
CC(C)C(C)(C(C)C)C(C)CCO[SiH3],0,pubchem
COCC(C)O[Al](C)C,0,pubchem
CCCCOC[Si](C)(C)C,0,pubchem
CC(=O)N1C(C=O)C(C)(C)SC1(C)C,0,pubchem
CCC1CCCSC1CC,0,pubchem
CCCC1SSC1CC,0,pubchem
CCC1CCC(C)N1S(C)(=O)=O,0,pubchem
CC(C)C1(CCC(C)(C)C)OCCCO1,0,pubchem
[B]N1CCCC(C)C1(C)CC,0,pubchem
CCC[SiH2]CC[Si](C)(C)C,0,pubchem
CC12C#CC(C)(CC1)CC2,0,pubchem
COC(=O)[Si](C)(C)O[Si](C)(C)OC,0,pubchem
CCC1OC(OC)C(OC)C1CC,0,pubchem
CCSC1(C=O)CCC1,0,pubchem
CCC(C)(C(C)(C)C)C(C)(C)C,0,pubchem
C#C[Si](CCC)(C(C)C)C(C)C,0,pubchem
CC1CCCC(C)N1F,0,pubchem
C[Si][Si](C)[Si]C(C)C,0,pubchem
CC(C)COCC(C)OC(C)(C)C,0,pubchem
CCN1CCN(CC(F)F)CC1=O,0,pubchem
COC1CCN(CC(F)F)C1,0,pubchem
CCN(C)SN(C)C(=O)F,0,pubchem
CC(F)(F)CN1CCCC(C=O)C1,0,pubchem
CCC(CC)(CC)CCCCCP,0,pubchem
CCOPC1CCCCC1,0,pubchem
CN1CN(C)C(=O)C(C)(C)C1,0,pubchem
COCOC(C)(C)CC#C[Si](C)(C)C,0,pubchem
CN(C)P(=O)(C(=O)C(F)(F)F)N(C)C,0,pubchem
CCCC1([Si](C)(C)C)OC1CC,0,pubchem
C1CC(N2C3CCC32)C1,0,pubchem
CC(C)C1(C(C)C)OCC(C)(C)CO1,0,pubchem
CC(F)(F)CN1CC(CC=O)C1,0,pubchem
CCOC(C)SCC,0,pubchem
C[SiH2]O[Si](C)(C)C(C)C,0,pubchem
CCC(C)N1CC(CC(F)(F)F)CCCC1=O,0,pubchem
CC1CN1S(=O)(=O)C(C)(C)C,0,pubchem
CCC(OC)(OC)P(C)(=O)OC,0,pubchem
CCCC(CC)C(P)(CC)CC,0,pubchem
CC(C)CP(C)(=O)C(C)C,0,pubchem
CCON1CCC(CC)C1=O,0,pubchem
CCOC(C)(OCC)P(C)(=O)OCC,0,pubchem
CCC[CH]CCOCOC,0,pubchem
CC1(C)CN(C(=O)C2CC2)C1(C)C,0,pubchem
O=CCC1CCCCN1CC(F)F,0,pubchem
CCOC(=O)C[Al](C(C)C)C(C)C,0,pubchem
CC1(C)COP(C)(=S)S1,0,pubchem
CCC(C)C(CC(CC)C(C)C)C(C)C,0,pubchem
CCOC(C)C(C)(P)CC,0,pubchem
CC(C)C(=O)N1CC(F)CC1C(C)C,0,pubchem
CC(C)(C)C1OC(C)(C)C(C)(C)O1,0,pubchem
CC(P)[Si](C)(C)C,0,pubchem
CC(C)CC(CC(C)C)(C(C)C)C(C)C,0,pubchem
CCCC(C)(C)[Si](C)C,0,pubchem
CCN(CC)C(C#N)C1CC1,0,pubchem
CCCCCCC(P)C(C)(C)C,0,pubchem
CC(C)OP(=O)(N1CC1)N1CC1,0,pubchem
CC(C)C(C)C1C2CC21,0,pubchem
CC(C)C(=O)N1CCCC(C(=O)N(C)C)C1,0,pubchem
CCOC1OCCCC1C(OCC)C(C)C,0,pubchem
CCC[Si](CC(C)(C)C)(OC)OC,0,pubchem
CCCCS(=O)C(CC)(CC)CC,0,pubchem
CCB(CC)SC(C)(C)C,0,pubchem
CSC(CCP)SC,0,pubchem
CCN1CCC(C)CC(C)(C)C1=O,0,pubchem
CCCC(CC)C(C(C)C)C(C)C(C)C,0,pubchem
CC(OC(C)C(C)(C)C)C(C)(C)C,0,pubchem
CCCC1(C)OCC(C)(C)C(C(C)C)O1,0,pubchem
CCC1(C)OC(C)CCS1,0,pubchem
CCOC[Si](CC)(CC)CC,0,pubchem
CC(C)C1(C=O)SCCS1,0,pubchem
CCS(=O)CC(=O)N(CC(F)(F)F)C(C)C,0,pubchem
CCN(CC)C(F)CC(=O)F,0,pubchem
CCP(=O)(C#N)N(C(C)C)C(C)C,0,pubchem
[B]C1(F)OC(COC(C)C)C(OC(C)C)C1C,0,pubchem
CN(C)C1OC2CC21C,0,pubchem
O1P2OP3OP1OP(O2)O3,0,pubchem
COC(C)(C)S(=O)C(C)(C)C,0,pubchem
COC(=O)C(C)C(C)N(C)CC(F)(F)F,0,pubchem
CC[SiH](C)C[Si](C)(C)C,0,pubchem
CCOPC(OCC)OCC,0,pubchem
CCCCC(COC)C(CCCC)COC,0,pubchem
CC1CC2C1C2(C)C,0,pubchem
CN(CC(F)F)CC(C)(C)C=O,0,pubchem
CCS(=O)(=O)N(CC(C)C)C(C)(C)C,0,pubchem
CC(C)(C)O[Si](C)(C)OC(C)(C)C,0,pubchem
CCC1COCC(=O)N1[Si](C)(C)C,0,pubchem
CC1CC1(C#N)SC(C)(C)C,0,pubchem
CC(C)(C)C#CC12C3CCCC1C32,0,pubchem
CC1CCCC2SC12,0,pubchem
CCC1(CC)OCC(C)(C)C(C(C)C)O1,0,pubchem
CCCC(C(C)CC)N(C)S(C)(=O)=O,0,pubchem
CCC(C)(CC)S(=O)C(C)C,0,pubchem
COC1CCCC(C)C1OC,0,pubchem
CC(C)C(C)(C)C(C)(C)C(C)C,0,pubchem
CCC(C)C(C)CC(C(C)C)C(C)CC,0,pubchem
CCCCC(COC)(COC)C(C)(C)C,0,pubchem
CCC(=O)N(CC(=O)N(C)C)CC(F)(F)F,0,pubchem
C[Si]C1SCCCS1,0,pubchem
CCN1CC(F)(F)OC(F)(F)C1,0,pubchem
CO[SiH2][Si](C)(C)C,0,pubchem
CC1(C)CC1O[Si](C)(C)C,0,pubchem
CCCC(C)SC(C)(C)C,0,pubchem
CCCC(O[Si](C)(C)C)[SiH2]C,0,pubchem
CCN(CC)C1(C(F)C(F)(F)F)OCCCO1,0,pubchem
CC#C[Si](C)(C)CCCCCCCCCC,0,pubchem
CCOCCC[Si](C)(C)C,0,pubchem
CC1CN(S(C)(=O)=O)C(C)(C)C1,0,pubchem
CC(C)CCB1C2CCCC1CCC2,0,pubchem
CC(C)S([Si])(C(C)C)C(C)C,0,pubchem
CC(C#N)N1CCN(C)C(=O)C1(C)C,0,pubchem
CC[Al](CC)OC(C)C,0,pubchem
CB1CCC(C)(OC(C)C)C1(C)C,0,pubchem
CCC(C)CC(C)(P)C(C)CC,0,pubchem
CCSSC(C)CC,0,pubchem
CCOCCC[Si](C)(CC)CC,0,pubchem
CCC(C)CSC(C)(C)C,0,pubchem
CC1C#CC(C)C[Si](C)(C)C1,0,pubchem
CC(C)C(C)OB1C2CCCC1CCC2,0,pubchem
CON(CCOC=O)OC,0,pubchem
CCOC(C)(C)C(C)(C)OC(C)(C)F,0,pubchem
CSC1CCCCC1OC(=O)C(F)(F)F,0,pubchem
CCOC(CN(CC)C(=O)C(C)C)OCC,0,pubchem
CCOP(C)OCC,0,pubchem
[C]#CCCO[Si](C)(C)C(C)(C)C,0,pubchem
CC1COCC(C)N1CC#CC=O,0,pubchem
CSCOCC(C)C,0,pubchem
CCC(C)N(C)C(=O)C(C)(C)OC,0,pubchem
CCCCC[SiH](C)[SiH](C)C,0,pubchem
CCC(C)C(C)C(=O)N(C)OC,0,pubchem
C[SiH2][Si](C)(C)OC(C)C,0,pubchem
CCOC(C#CC(OCC)OCC)OCC,0,pubchem
CC(C)(C)N1CC(F)(F)C(F)(F)C1,0,pubchem
CCCC(C=O)SC(C)(C)C,0,pubchem
C#CCCC(C)O[Si](C)(C)C(C)(C)C,0,pubchem
CC1C[Si](C)(C)N1C,0,pubchem
O=C(C(F)F)N1CCCC2CCCC21,0,pubchem
CC(C)[Al]1CCCCC1,0,pubchem
CN(C=O)C(C(C)(C)C)C(C)(C)C,0,pubchem
CCN(CC)P(=S)(OC)OC,0,pubchem
COC(N(C)C)C(F)(F)F,0,pubchem
CCOC(OC)C(CC)(OC)OCC,0,pubchem
CCC(C)S(=O)C(C)(C)C,0,pubchem
COCC(C)[Si](C)(C)C,0,pubchem
CC(=O)N1CC(C)(C)CC(C)(C)C1,0,pubchem
CCC(CC)C(C)C(CC(C)C)C(C)C,0,pubchem
CCC#CCCCC(C)O[Si](C)(C)C(C)(C)C,0,pubchem
CC(C)N1CC(C)(C)N(C)C1=O,0,pubchem
CC(F)CCCCO[Si](C)(C)C(C)(C)C,0,pubchem
CC(C)(C)OCCCCC#C[Si](C)(C)C,0,pubchem
CCC(C)C(CC)(CC)S(C)=O,0,pubchem
CCCC(SCC)C(C)CC,0,pubchem
CC1SC1CCCC1SC1C,0,pubchem
CCCCCB1C2CCCC1CCC2,0,pubchem
CCN1CCC(=O)N(C(C)(C)C)C1=O,0,pubchem
COCCOC(C(C)C)C(C)(C)C,0,pubchem
C[SiH][SiH][SiH]C,0,pubchem
CCCCCC(COC)(COC)C(C)(C)C,0,pubchem
CCCCCCCCC(F)SC,0,pubchem
C[Si][Si][Si](C)(C)C,0,pubchem
CC(C)S(=O)CS(C)=O,0,pubchem
C#CCOP(=O)(N(C)C)N(C)C,0,pubchem
CCC(C)C(C)C(CC)C(C)C(C)C,0,pubchem
CCC(=O)[Si](C)(C)C(C)(C)C,0,pubchem
CC(C)N(CC(F)F)CC(F)F,0,pubchem
CC[SiH]([SiH3])[SiH](CC)CC,0,pubchem
CC(=O)N1CCCC(C(C)C)C1C,0,pubchem
CCC1OC(OC)C(C)(OC)OC1CC,0,pubchem
CC(C)(C)[CH]C1CCCCC1,0,pubchem
CCC1CCN(C(C)(C)C)C(=O)C1,0,pubchem
CCCCC#CC#CC(C)C(C)(C)C(C)(C)C(C)(C)C,0,pubchem
CC(C)O[Al](C)OC(C)C,0,pubchem
CC(C)C(C(C)C)N(C)S(C)(=O)=O,0,pubchem
CCC(C)C[Al](CC)CC,0,pubchem
COCC(C(C)(C)C)C(C)(C)C,0,pubchem
CC(C)C(C(C)C)C(C)C(C)(C)C,0,pubchem
CCN(C(=O)C(C)(C)OC)C(C)C,0,pubchem
CN1CCCC(C(F)C#N)C1,0,pubchem
CCCC1(CCC)CCCCN1C(C)=O,0,pubchem
CCC1OC(C2OC(C)C(CC)O2)OC1C,0,pubchem
CC(C)[SiH]=[SiH]C(C)C,0,pubchem
CO[SiH2]CCCSC,0,pubchem
CC1CC1[Si](C)(C)C,0,pubchem
CC1CCC(C)N(C(C)C#N)C1,0,pubchem
CN(C)CC(=O)C#N,0,pubchem
CCOP(CCC(F)F)OCC,0,pubchem
CCCCOCC(C)(C)OC(C)(C)C,0,pubchem
CCC(C)[AlH]C(C)CC,0,pubchem
CC(C)OCC(COC(C)C)COC(C)C,0,pubchem
CC(C)C(C)(C)SN1C(=O)CSC1=O,0,pubchem
CSCP(C)(C)=O,0,pubchem
CCN1CC(C)C(=O)N(C(C)(C)C)C1=O,0,pubchem
C[Al](C)COC(C)(C)C,0,pubchem
CCB(CC)OCCCCCCSB(CC)CC,0,pubchem
CC(C)C(C)(C)S(=O)(=O)N1CC(F)(F)C1,0,pubchem
COCOCN1CCCCC1,0,pubchem
CCC1OCC(C)(C)N1[O],0,pubchem
CC(C)C1C2CC(C)C21,0,pubchem
CC1CC(C)C1P,0,pubchem
COC1CCCC1SC(C)=O,0,pubchem
CSC1(C)CCCCO1,0,pubchem
CC(C)C1CCSCS1,0,pubchem
CC1CN(C)CC(F)(F)C1,0,pubchem
CC1CCCN(C(F)(F)F)C1,0,pubchem
CC(C)CC(C(C)C)C(CC=O)C(C)C,0,pubchem
CCC(=O)N1CCCCC1C(C)C,0,pubchem
CC(=O)N1CC2(CN(C)CC2(F)F)C1,0,pubchem
CCCCC1CCCN(C(C)C)C1=O,0,pubchem
COC(OC)C([Si])([Si])OC,0,pubchem
COOC(C)(OOC)C(C)(C)C,0,pubchem
CCCCC1CCC(CC)S1,0,pubchem
CC(C)(C)C(C)(C)N1CCCC1=O,0,pubchem
CC(C)C1SC1C(C)C,0,pubchem
CC(C)n1ccc2ccnc-2c1,0,pubchem
CCC(CC)CN(CC)C(=O)C(C)(C)C,0,pubchem
CCC(CC)C(CC)N(C)C(=O)C(C)C,0,pubchem
COC(OC)C(OC)C(C)(C)C,0,pubchem
CCC1C(C)C1C(C)P,0,pubchem
CC(=O)N1CCOC(C)N1C(C)=O,0,pubchem
CCC([SiH](C)C)[SiH](C)C,0,pubchem
CC(C)C1CCN(C)S1(=O)=O,0,pubchem
CCN(CCS(C)=O)C(C)=O,0,pubchem
CP(C)CCC(F)(F)F,0,pubchem
CC(C)[Si](C#CCC1CO1)(C(C)C)C(C)C,0,pubchem
CC1C(C)C(C)(C)OC1(C)C,0,pubchem
CO[Si](C)(OC)[SiH](C)C,0,pubchem
CCC(C)(C#C[Si](C)(C)C)O[Si](C)(C)C,0,pubchem
CN(C)C(=O)C1CCCCS1,0,pubchem
[CH]CC(COC(C)C)OC(C)C,0,pubchem
CCOC(CN(C(C)(C)C)S(C)(=O)=O)OCC,0,pubchem
CCC(C)CC(C(C)C)C(CC)CC(C)C,0,pubchem
CCC1SCCC1C(C)C,0,pubchem
CCC(N(C)C)C1(C#N)CC1,0,pubchem
CC#CC(C)(C)CC(C)SC,0,pubchem
CCN(CC)C(=O)C(CC)(CC)C(C)C,0,pubchem
FC(F)CN1CCC(C(F)(F)F)CC1,0,pubchem
CCC[SiH](OC(C)(C)C)C(C)CC,0,pubchem
CCOC(C)(C)CSC,0,pubchem
CCCC(C)C(C#N)N(CC)CC,0,pubchem
CC1(C#C[Si](C)(C)C)COC(C)(C)O1,0,pubchem
CN(C)P(=O)(CC#N)N(C)C,0,pubchem
CCC[Si](C)(C)C1CCCCO1,0,pubchem
COCC1(C(C)C)CCC(C(C)C)O1,0,pubchem
CC(C)(C)CCP(C)(C)=O,0,pubchem
CC(C)C1CCCCCOC1C(C)C,0,pubchem
CCC(C)(CC)C(C)(C)CC(C)(C)C,0,pubchem
CCCC(C)(CC)C[Si](C)(C)C,0,pubchem
CCC(C)SC1(C)CO1,0,pubchem
CCCON(OCCC)C(C)=O,0,pubchem
COCC(C)(C(C)C)C(C)(C)C,0,pubchem
[CH]OCC(CO[CH])CO[CH],0,pubchem
CO[Si](C)(C)B1OC(C)(C)C(C)(C)O1,0,pubchem
CCCO[SiH](C(C)C)C(C)C,0,pubchem
CN1CCC(F)(F)C(C(F)F)C1,0,pubchem
C[SiH](C)OCCOO[SiH](C)C,0,pubchem
CCCSCC1OC1CC,0,pubchem
CCP(CC)C(C)P(=O)=O,0,pubchem
CC1CCCCC(C)S1,0,pubchem
CCC(OCC(C)(C)C)C(C)(C)C,0,pubchem
FCC(F)N1CCCC1,0,pubchem
CC1CCC(C)[Si]1(C)C,0,pubchem
CSC1SC(SC)S1,0,pubchem
CSC1CCCN(C(C)C)C1=O,0,pubchem
C#CC(CC)SC(C)CC,0,pubchem
CCN(CC1CC1)C(C)C#N,0,pubchem
CCC[Si](C)(C)OC(C)(C)C,0,pubchem
CCOC(C)(C)C(C)(C)OC,0,pubchem
CCC(F)CSCC(F)CC,0,pubchem
CC(C)(F)C(=O)N1CCCCO1,0,pubchem
CCC(F)CCCSC,0,pubchem
CC(C)(C)C(C)(C)C1CCCCO1,0,pubchem
CC(C)(C)N1CC(F)(F)CC1C=O,0,pubchem
CCN1CCC(C)(C)S1(=O)=O,0,pubchem
COC(C)C(=O)N(C)CC1CCC1,0,pubchem
CC(C)C(C(C)C)C(C)(C)C(C)C,0,pubchem
CC(C)N(SN1C(=O)CN(C)C1=O)C(C)C,0,pubchem
CCOC(OCC)C(C)(OC)OCC,0,pubchem
CC1SCCN(C(=O)C(F)(F)C(F)F)C1C,0,pubchem
CCC(C)CC(C)C(C)(C)C(C)(C)C,0,pubchem
CC(C)CC1OCC(C)CC1C(C)C,0,pubchem
COC(C)(OC)O[Si]C(C)C,0,pubchem
CCCC(CCC)SC(C)C,0,pubchem
CCC(C)C1OCCCS1,0,pubchem
CCCC1CCPC1CC,0,pubchem
CCN(CC)[SiH2]C(C)=O,0,pubchem
CC(C)C(CC(C)(C)C)C(C)(C)C,0,pubchem
FCC(F)(F)N1CCCC1,0,pubchem
CC(C)(C)N1C(=O)N(C(C)(C)C)C(C)(C)C1=O,0,pubchem
CCC#CCCC1(CC)C2CC21C,0,pubchem
CCC(O[Si](C)(C)C)[SiH2]C,0,pubchem
CSCC(C)C(=O)C(F)F,0,pubchem
C[Si](C)[Si](C)(C)C,0,pubchem
CC#CC(=O)N1CCCC2(CC(C)C2)C1,0,pubchem
CCOC(CC(C)(C)C(C)C)C(C)C,0,pubchem
C#C[Si](CCCC)(C(C)C)C(C)C,0,pubchem
CCC(C)ON1CCCC1=O,0,pubchem
COCC(C)O[Si](C)(C)C,0,pubchem
CC(C)C(C(C)C)C1CCOCC1,0,pubchem
CCCC(P)C(CC)(CC)CC,0,pubchem
CSCC(C)CCC=O,0,pubchem
CC(C)(C)OP(C)(=S)OC(C)(C)C,0,pubchem
CCC(C)(C(C)CC(C)C)C(C)(C)C,0,pubchem
CC(C(=O)N(C)C)C1CCCCC1,0,pubchem
CC(C)C(C(C)C)C(C)OC(C)(C)C,0,pubchem
CC(=O)N1CCC(C)C1(C)C(C)C,0,pubchem
COPCC(C)=O,0,pubchem
CSSC(CC(F)F)C(C)C,0,pubchem
CP1CP1C,0,pubchem
CC1COP(C(C)(C)C)O1,0,pubchem
CCOP(CC)CC(F)(F)F,0,pubchem
CC(C)N1C(=O)C2CCCN2C(=O)C1C,0,pubchem
CN(C)CCCC(F)F,0,pubchem
CCCCN(CC)C(=O)N(C)C,0,pubchem
COCOCP(C)COCOC,0,pubchem
CCCC[Si](C)CCCC,0,pubchem
CC(C)C(=O)N1CCSC1C,0,pubchem
CC(C)N1CCC2C1C2(F)F,0,pubchem
CCC(C)CCC(COC)(COC)C(C)C,0,pubchem
CC1CCN(C)C(F)(F)C1,0,pubchem
FC1CCN2CCCC12,0,pubchem
CCC(C)(CC)C(C(C)C)C(C)(C)C,0,pubchem
CCC(C)(C)O[Si](C)(C)OC(C)(C)CC,0,pubchem
CCC(C)(C)C(C)(C)C(C)C(C)C,0,pubchem
CCCN1[SiH2]N(C)C1C,0,pubchem
CCC(C)(C=O)SC(C)C,0,pubchem
CN1CCC(C)(C)C1(F)F,0,pubchem
CCC1(CC)C2CC21C,0,pubchem
CCO[SiH](C)CCC[SiH](C)OCC,0,pubchem
CCCC(OCC(C)C)O[Al](CC)CC,0,pubchem
CC1CCC[Si](C)(C)C1C,0,pubchem
CCCSC(CC)CCC,0,pubchem
CC12CCCCSC1S2,0,pubchem
CCSCCN(C)C(=O)C(C)C,0,pubchem
CCCCC(OC)C(COC)C(CC)CC,0,pubchem
CC(C)(C)SCCCF,0,pubchem
C1CC2C3CCC[SiH]3[SiH2][SiH]2C1,0,pubchem
CCCCC(=O)N(C(C)(C)C)C(C)(C)C,0,pubchem
CN1CCOC(F)(F)C1,0,pubchem
CC(C)C(C)(C)OCC(C)(C)P,0,pubchem
CC12CCCCC1S2,0,pubchem
C[SiH](C)CC(C)(C)O[SiH](C)C,0,pubchem
C[Si](C)N([Si])C1CCCC1,0,pubchem
CC(C)P=PC(C)C,0,pubchem
CC(C)(C)C#C[Si](C)(C)O[Si](C)(C)C#CC(C)(C)C,0,pubchem
CCC(CC)SCCOC,0,pubchem
CCC(C)(C(C)C(C)C)C(C)(C)C,0,pubchem
CCC(C)(C)C[Si](C)(C)CC,0,pubchem
CC[SiH](CC)C(C)(C)CC,0,pubchem
CC1CN(C(C)(C)C)C(=O)C1C,0,pubchem
CC(C)C(C)C(C(C)C)C(C)(C)C,0,pubchem
CCCCCC[Si](C)CC,0,pubchem
CC1(C)CC(C)(C)S1,0,pubchem
CC[Si](C)(CC)OC(C)(C)C,0,pubchem
CC(=O)SC1CC(C)(C)OC1(C)C,0,pubchem
COC(=O)CC(C)N(C)CC(F)(F)F,0,pubchem
CCC1CCC(P(C)(C)=O)O1,0,pubchem
CC(C)CCN(C(C)(C)C)S(C)(=O)=O,0,pubchem
CCN1CC(C)C[Si]1(OC)OC,0,pubchem
CCN(CC1CC1)C(=O)C(C)OC,0,pubchem
FC1CCCN1C1CC1,0,pubchem
CN1CC(C)(C)OS1=O,0,pubchem
CC(C)N([Si])C1CCCCC1,0,pubchem
CC[SiH](C)O[SiH](C)CC,0,pubchem
CSCC(C)N(C)S(C)(=O)=O,0,pubchem
CCC(OCC(C)C)O[Al](CC)CC,0,pubchem
CCC(C)C12OCC(CO1)CS2,0,pubchem
CC(C)B1CC(C)(C)C(C)(C)C1,0,pubchem
CCCCCN(C)C(=O)C(C)(C)OC,0,pubchem
CC(C)(C)SC1CCCO1,0,pubchem
CCC1SC(OC)C(F)C1C,0,pubchem
O=CCCN1CCCC(F)(F)C1,0,pubchem
CC(=O)O[Si](C)(C)C[SiH](C)C,0,pubchem
CCCC1SCSC1C,0,pubchem
S(SC12SC1S2)C12SC1S2,0,pubchem
CC(=O)N1CCCC1(C)C(C)(C)C,0,pubchem
CCC(C)(C(C)C)[SiH](C)OC,0,pubchem
CCCC1CCS(=O)C1(C)C,0,pubchem
CS[SiH2][Si](C)(C)C,0,pubchem
CC(C)N1C(=O)C(F)CC1C(C)(C)C,0,pubchem
[C]#CCC(C)O[Si](C)(C)C(C)(C)C,0,pubchem
N#CCC1CCCCCN1CC(F)F,0,pubchem
CCCN(F)CCC,0,pubchem
COC(C)C(=O)N(C)CC(C)(C)C,0,pubchem
CCC(CC)C(C)C12CN1C2C,0,pubchem
CCC(C)SCCC=O,0,pubchem
CC[SiH](CC)C[SiH](CC)CC,0,pubchem
CB1N(C)B(C)N(F)B(C)N1C,0,pubchem
CCC1COC(CC)(CC)C(CC)(CC)O1,0,pubchem
CCCC(P)(CCC)C(CC)CC,0,pubchem
CC[Si](C)(C)[Si](C)C,0,pubchem
CCC(C)(C)[B]N(C)C,0,pubchem
CC1(C=O)CCCCCS1,0,pubchem
CCCSC(=O)N(CC)CC,0,pubchem
CCCC(C)C(C(C)C)C(CC)C(C)C,0,pubchem
CCN(CC(F)(F)F)C(=O)N1CCCC1,0,pubchem
CCCCN1C(=O)CCCC1C(C)C,0,pubchem
CC1CN(CC(F)(F)F)C1,0,pubchem
CC(C)C(C)(C)O[Si](C)(C)C,0,pubchem
C[Si](C)CC(=O)C(C)(C)C,0,pubchem
CC(C)SCC(=O)N(C)C,0,pubchem
CO[Si](C)(C)CCCP,0,pubchem
CCN1C(C)(C)CCS1(=O)=O,0,pubchem
CCOC1CCCC(OCC)C1C,0,pubchem
CCC(C)(CC(C)(C)C)C(C)(C)C,0,pubchem
CC1(C)CCN(C(C)(C)C)C(=O)C1,0,pubchem
CC(C)SCCCC(C)(C)C#N,0,pubchem
CC(C)N1CCC(=O)N(C(C)(C)C)C1=O,0,pubchem
CCC(C)C(C)C(C)C(C)COC,0,pubchem
CC(C)C(C)CC(C)(C)C(=O)N(C)C,0,pubchem
C#CC1(C)CCC(C)(C)N1[O],0,pubchem
CC[Al](CC)OCCC1CCCO1,0,pubchem
CC12COC3CCCC(OC1)N32,0,pubchem
C[SiH2][SiH](C)[SiH](C)[SiH](C)[SiH2]C,0,pubchem
CCC(C)C1OC(C)(C)OC1C(C)C,0,pubchem
CC[Si](C)(CC)C(C)C,0,pubchem
COC(OC(=O)C(C)(C)CPC)C(C)C,0,pubchem
CC1CN(C)C1F,0,pubchem
COP(OC)OC(C)(C)C,0,pubchem
CCCC(C)(CC)C(OC)C(C)(C)C,0,pubchem
CCCN(C(=O)C(C)(C)OC)C(C)C,0,pubchem
CCOP(C)(=O)SC(C)CC,0,pubchem
CC1CCCN(S(C)(=O)=O)C1C,0,pubchem
CCC(C)(C)C(=O)OC1C(C)(C)COC1(C)C,0,pubchem
CC1CCCCC1(C)P,0,pubchem
CC[SiH](CC)[SiH](C)C,0,pubchem
CCCCOP(OC)C(F)(F)F,0,pubchem
CCCCC#C[SiH](C(C)(C)C)C(C)(C)C,0,pubchem
CO[Si](C)(OC)C(C)[Si]C,0,pubchem
C[Si](C)(C)[Si]1CCCCO1,0,pubchem
CCCCCCN(F)CC,0,pubchem
CN1CSC(C)(C=O)C1,0,pubchem
CCOC1CC(C)C1OCC,0,pubchem
COC(=O)C(C)C(C(C)C)[Si](C)(C)F,0,pubchem
CCC(C)(C)OCSC,0,pubchem
CCC1(C)OCC2(C)COCN21,0,pubchem
CC(C)SC1CCN(C)C1=O,0,pubchem
CCC(C)(O[Si](C)(C)C)C(C)C,0,pubchem
[B]CN(C[B])CC(C)CC,0,pubchem
C[Si](C)(C)C1([SiH3])CCCCO1,0,pubchem
CCCCCC(C)[Si](C)(C)C,0,pubchem
CCC(C)(C(C)C)C(COC)COC,0,pubchem
CCC(O[Si](C)C)C(C)C,0,pubchem
CC(C)OCC(C)(OC(C)C)OC(C)C,0,pubchem
CCC(C)(C)C(=O)N1C(C)CC1C,0,pubchem
CSC(C)SC(C)C,0,pubchem
CCCCC(C#C[Si](CC)(CC)CC)CC,0,pubchem
CN1B(F)N(C)N(C)B1F,0,pubchem
CCN1C(=O)CCCC1C(C)(C)C,0,pubchem
CCC(C)OP(OC)OC,0,pubchem
CCCC(C)CPCC,0,pubchem
CC(C=O)N1CC2CCC1C2,0,pubchem
CC(C)SSC(C(C)C)C(F)(F)F,0,pubchem
CCC(C)(C(C)C)C(C)(C)C(C)C,0,pubchem
COC(C)(C)C(=O)N1C(C)CC1C,0,pubchem
CCC(C)(C)CC(C)(CC)C(C)(C)C,0,pubchem
O=CC1CCCN1CCC(F)(F)F,0,pubchem
CC(C)N1C(C)CCCS1(=O)=O,0,pubchem
CC(C)C1COC1(C(C)C)C(C)C,0,pubchem
CCC(=O)N1CCCC1C(C)(C)C,0,pubchem
CCCC1OCCC(CC)S1,0,pubchem
CCOC(CC)(CC)CC(CC)(CC)OCC,0,pubchem
COC1(C(C)(C)C)CC1C,0,pubchem
CC(C)(C)[Si](C)(C)ON1C(=O)CCC1=O,0,pubchem
CC(C)(C)C#CO[Si](C)(C)C(C)(C)C,0,pubchem
CCOC(C)SC(C)OCC,0,pubchem
CC(C)SOCC(C)C(C)C,0,pubchem
CC1CN(C(C)CC#N)C(C)(C)C1,0,pubchem
CCOCC(=O)N1CCCC1C(C)C,0,pubchem
CCSC1CCCC(C)O1,0,pubchem
CC(C)C(C)SC(C)(C)C,0,pubchem
CC(C(C)S(C)=O)S(C)=O,0,pubchem
CCN(C(C)=O)C(C)C(=O)N(C)C,0,pubchem
CN(C(=O)C(F)(F)F)S(C)(C)C(C)(C)C,0,pubchem
CCSC#CC(C)=O,0,pubchem
CC(C)(C)[SiH2]CCC[SiH2]C(C)(C)C,0,pubchem
CC(C)C([SiH3])(C(C)C)C(C)C,0,pubchem
CO[Si](C)(C)CN(C)C(C)=O,0,pubchem
FN1C2CCCC1CC2,0,pubchem
CC(C)C1CC2C(C)C12,0,pubchem
CC1(C)C#CC(C)(C)CS(=O)C1,0,pubchem
CCC1CN(C(=O)C(F)(F)C(F)F)CCS1,0,pubchem
CCN(CC)CCP(=O)=O,0,pubchem
CCC(C)SC1CC(=O)N(C(C)C)C1=O,0,pubchem
COC1CCCN1CC(F)(F)F,0,pubchem
CCSC1CCCC1C#N,0,pubchem
CC(C)C(C=O)SC(C)(C)C,0,pubchem
CN1COC2CCCC21,0,pubchem
CCCCC(C=O)SC(C)C,0,pubchem
